,pros,negs,profession,day,month,year
74,Will receive great training and experience,Depends on the service line,Tax Consultant,27,Nov,2021
75,"good pay , multiple ;ocations","No work life balance , managers will force you to work beyond work hours",Programmer Analyst,12,Dec,2021
76,"Relaxed work, Well Being subsidy, Onsite travel, Good Offices, Udemy","No good work, politics, Ignorance, Stupid managers, Show off",Solution Engineer,11,Dec,2021
77,Training and work experience is unmatched,Long hours with high pressure,Manager,24,Nov,2021
78,"Travel, interesting projects, partner support","Out of touch partners, difficult environment for women",Senior Manager,28,Dec,2021
79,Little edge on Benefits compare to desi consulting and free coffee thats it,Not a good culture and company to career growth,Solution Specialist,29,Dec,2021
80,"Great place that recognizes hard work and success, good opportunities to self-manage your own career. Does not require Extreme overwork to get ahead, just quality work and engagement with the right people","While I have seen success, I can easily see how someone who did not get lucky with their network and project to quickly fall behind",SAP Senior Consultant,21,Nov,2021
81,Leadership wants folks to succeed,Need to offer a competitive pay package,Partner,25,Nov,2021
82,great company and will learn a lot if on the right project,you will work like crazy but totally worth it for a year or two,Solutions Analyst,25,Nov,2021
83,"Great co-workers, flexibility in scheduling breaks, guaranteed PTO approval, Well-Being and Technology Subsidies, Exposure to Executives","Requirements for role tenure in order to be promoted, Low salary in this position for amount of work required, Can be cult-y at times",Consultant,9,Dec,2021
84,"The culture at Deloitte is second to none. Deloitte doesn’t just say it, they practice it.",No cons to write at this time,Manager,23,Nov,2021
85,"I loved my first 4 years at Deloitte, and felt very supported to learn and try new things. The people overall were great","If you're in the government practice, it's really hard to get exposure to other parts of the firm",Senior Consultant,24,Nov,2021
86,"Learning, flexibility, great working experiences",Too big and complex and no real life balance.,Advisory Senior Manager,24,Nov,2021
87,Flexible entrepreneurial get out what you put in,Payscale unclear forward path benefits,Senior Manager,24,Nov,2021
88,"Learning opportunities, extracurricular activities, smart people, working on DEI",lack of support and direction for career growth,Advisory Analyst,24,Nov,2021
89,"Lots of flexibility in your work week, great benefits package (including pension),","Standard work weed is 45 hours, the additional 5 hours of work a week essentially offsets the entire 5 weeks of vacation that they sell new hires on. Pay scale is only favorable for top 5% of employees. All parties, drinks after work, and other entertainment events have almost completely been stopped since the pandemic--removing one of the best perks of working for a big 4.",Senior Audit Assistant,4,Dec,2021
90,"Lots of flexibility in your work week, great benefits package (including pension),","Standard work weed is 45 hours, the additional 5 hours of work a week essentially offsets the entire 5 weeks of vacation that they sell new hires on. Pay scale is only favorable for top 5% of employees. All parties, drinks after work, and other entertainment events have almost completely been stopped since the pandemic--removing one of the best perks of working for a big 4.",Senior Audit Assistant,4,Dec,2021
91,Great opportunities to grow and learn,No work-life balance. Marginal pay hour rate is less than the market in comparison to hours worked.,Manager,5,Dec,2021
92,never have issues taking PTO and great benefits,be prepared to work a lot and sacrifice a lot of personal time.,Actuarial Senior Consultant,8,Dec,2021
93,Wonderful colleagues and great opportunities.,Travel was sometimes too much for me.,Senior Consultant,23,Nov,2021
94,"Interesting work, dynamic software tools",Projects pull you in many different directions at once,Tax Consultant I,23,Nov,2021
95,opportunities opportunities opportunities opportunities opportunities,hours hours hours hours hours,Manager,22,Nov,2021
96,Opportunity and knowledgeable partners at the firm,hours are very difficult during busy season.,Senior Tax Accountant,22,Nov,2021
97,Opportunities to learn from experts in different fields of finance and accounting.,Long hours and low pay.,Audit Associate,21,Nov,2021
98,"Project based, decent promotion opportunities for staff level, lots of company resources for training and learning","Hard to make the jump from staff to manager. 

There can be a good deal of uncertainty when projects end. You are responsible for finding new projects.

It is really annoying to complete firm initiatives on top of project work.",Solution Analyst,22,Nov,2021
99,"Flexibility, collective knowledge, clientele, exposure to various areas of work","growth path, mandate to clock x minimum client hours, technology savviness",Manager,22,Nov,2021
100,"Good for fresh graduates. Lots of exposures to many industries and companies that your can get more insides of the business operation and financial status. Additionally, a lot of growth opportunities as long as you speak up and step up. You could talk to you manager and work on different tasks in many aspects if you have the capacities.

The training trip to Deloitte University in Taxes is a great experience, which happen every year or two. However, you still need to get your project tasks done.","First of all, you will work like a contractor and cant control your life. Your work is based on projects and teams, and depends on what project you and your resource manager could find. You will be in trouble if you could not find a project to claim your time. You will never know where you will be working in next project. It maybe in Deloitte's office or clients office which will be 50 miles away from your place. Even you are assigned a project by your resource manager, you may still be released in the last minute because the project partner realized they are over staff. 

Secondly, your experiences and development are really depends on your team. Some team members are nice and willing share skills and knowledge with you. However, some of them will keep their small group since they have been worked together for a long time and make fun of you.

Lastly, I don think the compensation is below the market and not competitive. Especially, they only match $0.25/dollar up to 3% for 401 which many companies are matching $1/$1 up to 4% or 5%.",Audit Senior Associate,2,Dec,2021
101,Opportunities to learn and gain experience.,Must be driven and a self starter to get the most out of it,Product Manager,19,Nov,2021
102,Good benefits smart people nice offices and lots of fun,Hard to own career and navigate politics and make change,"Corporate Manager, Strategy",20,Nov,2021
103,"Great benefits and they really try to live up to the diversity, inclusion, well-being, etc. rhetoric that most other companies spout but don't follow through on.",While you technically CAN move laterally in the company... it's way more difficult than it should be.,Human Capital Consultant,16,Nov,2021
104,"Amazing people, creative approaches, supporting leaders",Ill distributed salary across regions,Management Consultant,19,Nov,2021
105,Lots of good benefits provided.,"Long hours during busy season, but that’s standard in public accounting.",Anonymous Employee,20,Nov,2021
106,"Great pay, great mobility, fun and smart people working there","Sometimes it is hard to move to other areas of the company, you are easily replacable",Analyst,19,Nov,2021
107,"- Endless opportunity to do whatever you want if you go for it (federal, commercial, travel, remote, technical, non technical) 
- Ton of young motivated individuals 
- Solid pay","- Ton of type A individuals always seeking promotions (very competitive environment)
- Client Service - So if you have a tough client you have to deal with it 
- Hours can be long",Senior Consultant,12,Nov,2021
108,Great Name on the resume,Your experience will directly correlate with the people you work with. This is totally random.,Advisory Consultant,18,Nov,2021
109,"Salary, perks, benefits, amazing people to work with","Around the clock work culture, work/life balance",Program Manager,19,Nov,2021
110,make connections to climb the ladder quick,much of the hard work is not appreciated during the mid cycle,Product Manager,3,Dec,2021
111,Deloitte is a sprawling company with a great reputation for professional development and great opportunities to make impacts,"Due to staffing shortages, it is harder to get experience on different project; there is a tendency to be kept on the same project to maintain project stability at the detriment of personal growth",Technology Consultant,15,Nov,2021
112,"-strong core consulting training
-decent work-life balance","-have to be savvy enough to navigate a big firm
-not the 'top 3' reputationally",Consultant,18,Nov,2021
113,"Inclusive, diverse culture. People are highly valued and heard","While the vacation benefits are fabulous, the amount of work often makes it difficult to get away",Senior Manager,18,Nov,2021
114,"Great perks, pay, people, environment to work in.","High demand, client meetings, too many meetings.",Consultant,18,Nov,2021
115,big 4 view of tax policy and clients,hybrid work model not as flexible as other big 4s,Tax Manager,18,Nov,2021
116,No pros - people here just brag about everything in their life and the cool things they think they are doing. Very obnoxious crowd,Horrible leadership. No visibility into ratings and appraisal cycle. High burn rate. You'll work 14 hours a day and only get paid for 8 hours.,Manager,20,Dec,2021
117,Not too bad for early career,Could be better for senior,Senior Consultant,17,Nov,2021
118,One of the best locations to develop a career in finance and accounting,Work life balance can be a challenge in the early years,ERS Senior Consultant,18,Nov,2021
119,"Full Benefits Package, flexible vacation times",should have negotiated the salary,Conflicts Analyst,18,Nov,2021
120,.Deloitte is a good place to work,The hours can be long,Tax Senior Manager,18,Nov,2021
121,Love working here. The exposure and learning opportunities are excellent.,They are tight on pay. They could take better care of their practitioners,Consultant,18,Nov,2021
122,Great Name on the resume,Your experience will directly correlate with the people you work with. This is totally random.,Advisory Consultant,18,Nov,2021
123,"Great place to solve real-world problems. Can work for many different projects, allowing you to explore your own interests.",Can be long hours depending on your project,Consultant,17,Nov,2021
124,"Great pay, benefits, and travel perks.",Be prepared to work 50+ weekly.,Senior Compensation Manager,2,Dec,2021
125,"They care. You will feel like you’re part of something. And the people here are seriously brilliant. 
Lately, the senior leaders have been focused on employee well-being, giving us extra days off, escalated pay increases,… unexpectedly. The leaders really care that you’ll enjoy working here.",It’s a huge company and it takes a while to get your feet on the ground. They have some archaic processes but is more than willing to improve them and they encourage employees to contribute on internal efforts.,Specialist Leader,13,Nov,2021
126,"Benefits, Personal time off , yearly perks/bonuses","Not enough CBRNE/WMD, mission focused work",Consultant,17,Nov,2021
127,Great reputation to use while looking for other jobs,"- The pay is bad. Designers in the industry/market are making 2x or more the avg designer salary at Deloitte to do LESS work with even better benefits. They’d rather give out retention bonuses tied to term-based contracts instead of raising your base salary. Base salary raises are also bad, usually 2-3% and well under the YoY inflation rate.
 
- We were encouraged to work long hours (10+ hours per day) and over weekends not just on client work, but on useless internal projects and initiatives as volunteers with no additional payment.

- There are very few senior designers and those who stick around are not talented or skilled as designers to call themselves senior, they are only good at regular consulting and research but have a fancy title. Deloitte prioritizes clout and titles over actual skill. You will have no one to learn from nor mentor you to become better at that skill.

- Blatant disregard of personal growth over company desires. It’s always “what can you do for the company?” even if you are doing so much already, and never “what can the company do for you?”.

- Everyone I spoke to in my last days there were completely burnt out and exhausted, people aren’t happy. Talent is leaving in droves for better opportunities.",Ui\Ux Designer,20,Nov,2021
128,Learning a lot… working a lot,Working a lot… supporting a lot of FI’s,Consultant,1,Dec,2021
129,"Benefits, exposure, diverse, training, learning","Culture, work-focused, last minute work",Tax Senior,15,Nov,2021
130,"Benefits, exposure, diverse, training, learning","Culture, work-focused, last minute work",Tax Senior,15,Nov,2021
131,Deloitte is what you make of it and you are able to shift around,Some projects have bad work-life balance which can lessen experience,Consultant,15,Nov,2021
132,You can find a lot of good people to work,"Work Life Balance, Long hours",Senior Consultant,16,Nov,2021
133,"Get to work on solving the toughest challenges of the companies you serve, huge network of professionals","Can never really ""disconnect;"" demanding work",Manager,16,Nov,2021
134,"good benefits, comfortable work environment",low salaries for technical people compared to market average,US Consultant,29,Nov,2021
135,"Health insurance, large fitness allowance. Resource manager and Coach help keep you on track.",slow to adjust to work from home infrastructure for new employments. StaffIT job placement system is useless and out of date.,Consultant,15,Nov,2021
136,pretty good work life balance,job is a little boring,Fianance Analyst,14,Nov,2021
137,"Flexible hours, good resume builder, interesting environment m","Lack of deliverables based on project, high volatility due to nature of consulting",Summer Solution Scholar,15,Nov,2021
138,"Flexibility
Friendly working environment
Nice/smart people to work with","Long working hours during busy season
Work-life balance",International Tax Senior,15,Nov,2021
139,Great benefits and people to work with,Long hours even though the company is trying to implement a wellness program,Audit Senior Assistant (Second Year),14,Nov,2021
140,"It's BIG4, but thats the only pro i can think off","Pay is trash, and they work you until you have a mental breakdown",Tax Senior,16,Dec,2021
141,Great working environment and team. People you work with are very smart and understanding to your needs. Flexible PTO.,"Workload adds up overtime, fixed hours might not be possible",Transfer Pricing Consultant,14,Nov,2021
142,"Innovation
Learning
Opportunity for growth is great","Work life balance
Low pay
Hard to negotiate",Audit Associate,14,Nov,2021
143,"- investment in others is strong
- ease of navigation and role switching
- DEI",- little uniformity in expectation across similar roles and across experienced vs campus hires,Technology Consulting Manager,14,Nov,2021
144,Deloitte name on resume looks good (I guess),No creativity or mental challenge. Purely project management with rotating assignments so there's no opportunity to build a reputation with the same team. It's like starting a new job every 4 - 5 weeks with an entirely new group of people and performing same tasks over and over. NO work/life balance in spite their claims to the contrary.,Pursuit Manager,28,Nov,2021
145,Deloitte is a great place to start your career and opens the door to tons of different industries.,Long hours and high pressure,Anonymous Employee,13,Nov,2021
146,"Deloitte is a wonderful place to network and to explore different options as you are looking to build your career. In consulting, you get opportunities to work with clients as well as do work behind the scenes on proposals and deals.","Deloitte will work you a lot. In addition to your regular duties (which most likely would be client work), you are expected to go above and beyond by doing internal firm or proposal work. Also, the company is so large that processes and procedures are sometimes unclear and you can easily get lost in the crowd if you do not devise a clear path of where you want to go.",Consultant,24,Nov,2021
147,"Great people, great culture, career growth and development, mentorship and training",Salary is lower than other places,Deployment Specialist,11,Nov,2021
148,Great company and gain lots of experience,Some inconsistencies with the promotion model,Analyst,11,Nov,2021
149,"Benefits, competitive salary, endless opportunities, good bosses, DEI",Can’t really think of any,Manager,11,Nov,2021
150,"Benefits, competitive salary, endless opportunities, good bosses, DEI",Can’t really think of any,Manager,11,Nov,2021
151,"Tons of vacation, progressive leadership, strong culture of caring for one another. Hybrid work model that enables remote work.","The stress of high expectations. Before Covid I would have said all the damn travel, but that's fixed.",Specialist Leader,12,Nov,2021
152,"Interesting projects, Smart people, Good benefits","Deloitte pays below average for consulting
Hours are long
Very political",Manager,11,Nov,2021
153,"Lots of opportunity to explore different parts of the firm

Deloitte work experience has a lot of marketplace credibility and leverage","D/E/I is a hot buzzword at Deloitte but it is 100% driven by white women who have risen through the ranks through privilege. Good for white women, bad for all other groups that DEI is supposed to support. 

Asians make up a large percentage of workforce at Deloitte but few are in senior leadership roles. Typical “bamboo ceiling” and don’t even get started on black or Latinx representation. 

They do better at championing white LGBTQ leaders but very little for people of color.",Finance Manager,26,Nov,2021
154,"Client exposure
I didnt see any other pros","There is no Work life balance
Work hours are more",Project Delivery Manager,24,Nov,2021
155,"Motivating to be surrounded by really smart leaders and colleagues
Strong brand
Huge organization willing to try new things at times
Lot of opportunity for internal mobility to do all kinds of work and/or work in every corner of the globe
Access to real thought leadership","Long hours
Lack of transparency in pay scale
Insufficient diversity among senior leadership (despite programs and efforts to improve that)",Senior Human Resources Business Partner,8,Nov,2021
156,"Salary, brand name, wide experience",Can be hard to navigate such a large company,Consultant,9,Nov,2021
157,"Coworkers, benefits, remote work, cares about its people","Internal systems, short deadlines,  manual reporting",Manager,10,Nov,2021
158,"-They do give you the ability to do what you want, but you may have to wait a little bit","-When I was first recruited they said I'd be doing coding, but there were no positions open for that",Solution Analyst,9,Nov,2021
159,"Good salaries
Good bonus
Good benefits
Amazing projects to work on",You don't find very many good technical ppl to work with,Senior Consultant,10,Nov,2021
160,At higher level good pay for experienced hires,Lots of people and bureaucracy,Specialist Leader,10,Nov,2021
161,"Excellent work environment, flexibility, options",Managers in the US are spread thin across multiple projects,Manager,10,Nov,2021
162,"Global mobility, 16 weeks Paternity. Annual gifts","Bad bonus, worst work-life balance. need to work 8+ hr every day. Deloitte Strategy is to hire a lot of non-technical staff to promote or sell products, less in fact very less skilled technical developers",Senior Consultant,20,Nov,2021
163,"Diverse project experience, well-being benefits ($1000 full reimbursement), PTO, nice and friendly team",Base salary is not as competitive as other big four despite bigger brand name,Tax Consultant II,24,Nov,2021
164,"Work-life balance, diversity, compensation, and culture.",Some managers tend to toe the line instead of being free thinkers.,Executive Coordinator,9,Nov,2021
165,"People, learning opportunities, benefits, WFH, networking opportunities","Work life balance, benefits, WFH, busy season",Senior Analyst,9,Nov,2021
166,very good job for keeping a work life balance,Big company a lot of steps and things to follow,Analyst,9,Nov,2021
167,"Learn a lot, just about it","Coworkers weren't welcoming, no guidance, overworked",Tax Consultant,13,Dec,2021
168,Great opportunity for your career,If you are in the PDM model you have to find a new client within 4 weeks after ending your current project.,Project Delivery Manager,5,Nov,2021
169,"Great people, good vacation time, good benefits.","Very long hours, low pay.",Audit Senior Assistant,8,Nov,2021
170,"Good clients and projects, competent and hardworking co-workers","Long hours, as per usual in public accounting",Tax Manager,8,Nov,2021
171,"Nice benefits, friendly staff, DU is really nice","Awful 401k, pension plan but if you stick with it",Analyst,9,Nov,2021
172,"Partners I worked for really cared about your professional development, and time off was expected and encouraged",Overworking is the standard during busy seasons,Senior Tax Consultant,8,Nov,2021
173,"Wellness subsidy, but even that was a catch because you can only use 50% of it for a purchase.",The work culture is absolutely terrible and was the worst experience I’ve ever had working for a corporate company.,Strategy and Analytics Consultant,9,Dec,2021
174,"- The people at the firm are nice
- Focus on professional development",- Compensation isnt usually competitive with the industry,Consultant,7,Nov,2021
175,"6 weeks pto, work remote forever , lots of opportunities to learn , well being is discussed as important","Low salary in green dot agency
Very difficult to get promoted",Marketing Manager,7,Nov,2021
176,Good benefits and great co workers,My only complaint is long work hours,Tax Manager,8,Nov,2021
177,good exit opportunities and competitive pay,overworked... also you work for deloitte,Consultant,22,Nov,2021
178,Nice people in my team,Hard work at the office every day,Operations Manager,22,Nov,2021
179,Great place to start a career,No particular downsides to be very honest,Cyber Security Analyst,7,Nov,2021
180,nice work environment and nice colleagues and nice work exp. helps in the growth of my career,less salary given according to my designation and place where i live,Software Engineer,7,Nov,2021
181,"- Post grad college you will learn a lot
- Good pay starting out but peers at other firms have outpaced my growth
- Generous Wellness subsidy
- Generous Vacation at the end of the year","- It is not uncommon to have nightly calls at 11pm
- Hours are very long",Consultant,7,Nov,2021
182,Good company to work for,Not any cons per se,Consultant,5,Nov,2021
183,Work on different types of projects,difficult to specialize in a specific skillset as projects keep changing,Anonymous Employee,6,Nov,2021
184,Good benefits .. overall comp is okay,Worst work life balance..crazy work schedules,Manager,20,Nov,2021
185,"Culture is great awesome place to grow, then to move up you have to go.",To move up is very difficult.,Release Train Engineer,20,Nov,2021
186,Great benefits and okay comp.,The buck gets passed at every turn. Team leads and senior team members don’t do anything themselves. The success of projects feel like they rest on the shoulders of analysts and analysts alone.,Consultant,20,Nov,2021
187,"benefits, variety of experience, training opportunity",occasional inability to move between project opportunities. Experience is largely based on project.,Consultant,5,Nov,2021
188,"Incredible Environment/Culture with leaders that care for your well being. Unmatched compensation and benefits.

Sharp and Motivated People; Kindness and Inclusion are present every day","Little to none, however, If you go into their Project Delivery Talent Model, it can be challenging to stay staffed on a project",Project Delivery Analyst,2,Nov,2021
189,Good training and development for career,Work a lot of hours,Tax Senior,3,Nov,2021
190,Lots of options to learn and grow,Long hours and little work life balance,Consultant,3,Nov,2021
191,"Great benefits, good environment, room for learning","Tough work load, long hours",Cyber Risk Analyst,3,Nov,2021
192,"Lots of smart, ambitious, interesting, people, super friendly team based work environment, also great benefits, like free team dinners and lunchs, wellness subsidy, (1k) office supply subsidy ($500), training at Deloitte University in TX","Long hours, especially during busy season/covid.",Tax Consultant I,3,Nov,2021
193,"- High bar for excellence
- World class resources and facilities
- You get a lot of respect for saying you work here","- The hours can suck depending on the project
- Feel underpaid",Strategy Consulting Manager,3,Nov,2021
194,"Great benefits, lots of opportunities.",Lower comp compared to competitors,Human Capital Consultant,3,Nov,2021
195,Offers a lot of opportunities,Hours can be quite long,Senior Manager,4,Nov,2021
196,Amazing experience and growth potential,The environment is very intense,Senior Accountant,4,Nov,2021
197,"good culture and people, flexibility, challenges","long hours, poor training, etc.",Tax Manager,4,Nov,2021
